tconst	averageRating	numVotes
tt0090121	4.6	101
tt0090122	7.5	569
tt0090124	7.1	179
tt0090125	7.2	553
tt0090128	6.8	90
tt0090130	6.0	3901
tt0090137	6.5	331
tt0090138	7.2	100
tt0090142	6.1	45313
tt0090145	5.6	654
tt0090146	5.6	57
tt0090148	5.3	257
tt0090149	4.1	151
tt0090150	5.3	316
tt0090151	6.2	2136
tt0090152	7.2	912
tt0090166	3.5	314
tt0090168	6.7	322
tt0090169	5.1	279
tt0090170	5.7	197
tt0090171	6.9	390
tt0090173	6.9	175
tt0090179	5.4	103
tt0090180	7.3	28774
tt0090181	6.0	158
tt0090182	7.4	2497
tt0090183	3.4	568
tt0090184	4.8	1338
tt0090185	7.7	2428
tt0090186	5.1	472
tt0090190	6.3	24837
tt0090192	6.1	5417
tt0090193	4.6	160
tt0090196	5.1	6657
tt0090197	6.8	3988
tt0090199	6.3	190
tt0090200	4.4	524
tt0090202	7.0	230
tt0090203	7.5	3982
tt0090205	5.6	71
tt0090206	6.5	3312
tt0090209	6.6	1652
tt0090213	6.2	4106
tt0090215	7.4	2628
tt0090217	6.0	3601
tt0090219	6.9	707
tt0090220	6.7	377
tt0090223	6.5	904
tt0090228	6.1	454
tt0090233	4.2	913
tt0090234	6.9	109
tt0090235	5.1	343
tt0090239	4.2	139
tt0090241	7.0	121
tt0090242	5.1	88
tt0090244	6.7	274
tt0090245	6.2	1478
tt0090246	7.5	2311
tt0090247	5.7	633
tt0090248	7.2	13057
tt0090249	7.1	1220
tt0090250	7.5	1476
tt0090251	5.7	528
tt0090252	5.4	161
tt0090253	6.7	73
tt0090257	8.0	3867
tt0090259	7.6	1308
tt0090264	6.4	87043
tt0090266	5.6	115
tt0090268	6.2	67
tt0090270	6.6	7754
tt0090271	6.6	376
tt0090274	5.5	8490
tt0090275	7.7	215
tt0090277	7.1	68
tt0090282	6.7	141
tt0090286	6.4	91
tt0090288	5.6	771
tt0090290	5.0	51
tt0090291	7.0	71
tt0090292	4.4	114
tt0090293	6.1	2213
tt0090295	6.3	205
tt0090296	4.1	163
tt0090297	6.2	2208
tt0090299	8.0	68
tt0090302	6.3	299
tt0090303	7.1	97
tt0090304	6.5	92
tt0090305	6.6	79057
tt0090309	6.5	356
tt0090310	6.8	1373
tt0090311	5.8	93
tt0090312	7.1	282
tt0090314	4.8	283
tt0090315	7.7	9721
tt0090319	6.7	6621
tt0090322	5.5	844
tt0090323	4.8	1147
tt0090325	6.4	355
tt0090326	5.2	188
tt0090327	5.7	6240
tt0090329	7.4	85136
tt0090333	2.8	1369
tt0090334	1.9	936
tt0090336	7.1	164
tt0090340	7.0	173
tt0090342	6.4	3446
tt0090349	6.8	197
tt0090350	6.9	13776
tt0090352	7.0	197
tt0090354	5.2	227
tt0090356	3.8	498
tt0090357	6.8	19004
tt0090358	6.2	164
tt0090359	7.1	61
tt0090360	6.6	164
tt0090364	5.0	62
tt0090366	7.4	6337
tt0090368	8.0	3192
tt0090370	7.3	625
tt0090371	6.8	261
tt0090372	6.8	71
tt0090374	7.6	486
tt0090375	6.1	88
tt0090376	5.1	167
tt0090377	6.7	727
tt0090381	6.1	563
tt0090382	4.5	85
tt0090383	6.0	551
tt0090385	6.0	105
tt0090386	6.8	66
tt0090554	6.4	126
tt0090555	6.6	91555
tt0090556	7.6	2087
tt0090557	7.4	4545
tt0090558	7.8	268
tt0090559	7.5	167
tt0090561	6.5	786
tt0090563	7.4	17661
tt0090564	5.7	576
tt0090565	7.7	1923
tt0090566	6.9	244
tt0090567	6.4	4964
tt0090568	5.8	4421
tt0090570	7.4	8547
tt0090575	7.1	1198
tt0090576	7.2	3008
tt0090578	5.1	254
tt0090579	7.5	2130
tt0090581	5.9	102
tt0090582	4.4	553
tt0090583	6.3	14294
tt0090585	5.6	3064
tt0090591	4.7	75
tt0090593	7.5	56
tt0090599	4.8	83
tt0090601	5.4	2888
tt0090605	8.3	644629
tt0090610	6.7	1936
tt0090611	5.3	123
tt0090616	5.7	83
tt0090624	5.2	178
tt0090627	4.5	551
tt0090629	4.8	126
tt0090630	4.4	1149
tt0090631	4.7	1395
tt0090633	6.9	48245
tt0090634	7.1	152
tt0090636	7.0	791
tt0090637	6.0	163
tt0090642	4.2	133
tt0090644	6.7	3298
tt0090648	7.3	257
tt0090652	4.6	122
tt0090655	6.2	14228
tt0090658	6.5	243
tt0090659	5.1	565
tt0090660	5.7	10552
tt0090665	6.7	1198
tt0090667	7.1	10577
tt0090670	7.0	13982
tt0090671	6.3	306
tt0090675	4.3	254
tt0090677	7.5	345
tt0090678	5.9	2440
tt0090679	6.9	897
tt0090684	6.6	477
tt0090685	6.7	27654
tt0090686	6.0	150
tt0090688	4.6	100
tt0090689	6.2	183
tt0090690	5.0	70
tt0090691	5.5	89
tt0090693	6.3	2671
tt0090697	6.9	96
tt0090698	7.4	52
tt0090700	6.2	328
tt0090706	7.5	60
tt0090710	6.6	415
tt0090713	6.0	6563
tt0090718	5.1	59
tt0090722	6.1	81
tt0090725	7.4	337
tt0090727	5.2	1121
tt0090728	7.3	121679
tt0090729	5.7	2706
tt0090730	6.3	82
tt0090734	5.4	233
tt0090735	5.5	5159
tt0090736	5.0	68
tt0090738	6.3	8545
tt0090743	4.9	176
tt0090744	7.8	78
tt0090748	4.8	326
tt0090750	4.3	1007
tt0090753	4.4	997
tt0090756	7.7	178255
tt0090760	6.6	171
tt0090762	6.4	58
tt0090763	5.6	395
tt0090766	5.4	626
tt0090767	5.0	495
tt0090768	6.5	5393
tt0090769	5.3	1071
tt0090770	6.4	2581
tt0090771	3.7	1979
tt0090772	4.1	112
tt0090773	5.3	199
tt0090774	6.8	3221
tt0090778	5.8	322
tt0090779	5.3	433
tt0090781	7.0	74
tt0090782	5.3	61
tt0090784	6.1	201
tt0090788	4.7	1578
tt0090795	4.4	417
tt0090797	6.3	54
tt0090798	6.6	5239
tt0090799	5.5	2127
tt0090800	5.7	83
tt0090801	6.2	174
tt0090805	7.1	369
tt0090807	4.7	251
tt0090812	7.5	1512
tt0090815	5.5	657
tt0090818	5.0	141
tt0090830	7.2	14774
tt0090834	6.8	296
tt0090836	5.3	233
tt0090837	5.6	11852
tt0090840	6.4	384
tt0090845	7.0	140
tt0090847	5.7	77
tt0090848	5.4	6007
tt0090849	5.7	7793
tt0090851	7.2	72
tt0090852	6.6	11170
tt0090856	5.2	5809
tt0090857	6.8	87
tt0090859	5.8	66663
tt0090860	4.7	236
tt0090863	7.0	73629
tt0090866	6.4	2598
tt0090867	7.2	69
tt0090870	5.0	96
tt0090871	5.8	227
tt0090874	5.1	468
tt0090877	5.5	54
tt0090879	5.6	385
tt0090881	5.3	2914
tt0090882	6.4	585
tt0090886	6.4	3611
tt0090887	6.1	30748
tt0090888	7.1	14104
tt0090890	6.9	71
tt0090892	6.4	150
tt0090895	6.0	153
tt0090901	6.8	82
tt0090902	5.3	114
tt0090903	5.2	976
tt0090904	5.6	1106
tt0090907	6.9	1103
tt0090913	2.1	73
tt0090915	6.0	2731
tt0090917	5.6	6629
tt0090922	6.7	183
tt0090926	6.1	52
tt0090927	5.6	18586
tt0090929	5.4	107
tt0090930	6.0	8772
tt0090931	6.9	232
tt0090932	4.6	146
tt0090933	5.4	444
tt0090934	6.7	926
tt0090940	7.3	292
tt0090944	5.9	1364
tt0090945	5.8	522
tt0090946	4.5	88
tt0090948	5.6	966
tt0090949	6.5	198
tt0090951	7.2	67
tt0090952	7.3	2114
tt0090955	7.6	822
tt0090956	7.2	2105
tt0090958	5.8	62
tt0090960	6.1	75
tt0090961	6.7	134
tt0090963	6.7	115
tt0090965	7.0	82
tt0090966	6.2	15399
tt0090967	7.8	47213
tt0090968	5.6	514
tt0090969	6.4	144
tt0090970	4.9	482
tt0090977	7.1	57
tt0090978	6.4	59
tt0090981	5.0	157
tt0090982	8.1	3759
tt0090984	5.1	59
tt0090985	7.2	7745
tt0090986	6.4	260
tt0090988	5.4	53
tt0090992	4.7	292
tt0090993	6.2	249
tt0090994	5.7	593
tt0090996	6.8	61
tt0090998	6.3	155
tt0091002	4.1	668
tt0091003	4.8	1866
tt0091006	6.8	224
tt0091008	5.5	121
tt0091012	4.2	476
tt0091018	8.2	250
tt0091019	5.9	2172
tt0091020	3.1	102
tt0091024	6.3	3368
tt0091025	4.1	129
tt0091026	4.4	113
tt0091027	5.8	1696
tt0091032	5.2	257
tt0091035	6.3	423
tt0091036	6.8	59
tt0091038	6.1	188
tt0091042	7.8	317217
tt0091045	5.2	124
tt0091049	7.2	144
tt0091050	5.2	167
tt0091051	4.8	1347
tt0091053	6.6	1468
tt0091055	5.2	5908
tt0091059	6.9	43704
tt0091060	6.6	6569
tt0091064	7.6	157439
tt0091065	5.2	565
tt0091067	5.5	136
tt0091068	5.9	248
tt0091069	7.1	2602
tt0091072	4.6	121
tt0091077	5.1	118
tt0091080	6.0	38091
tt0091081	6.8	357
tt0091083	6.7	22447
tt0091086	6.9	52
tt0091087	5.3	64
tt0091089	5.2	384
tt0091090	6.5	218
tt0091091	7.1	1402
tt0091093	7.1	5996
tt0091094	4.4	482
tt0091096	7.0	466
tt0091097	4.9	278
tt0091099	6.8	51
tt0091103	4.4	254
tt0091105	6.9	107
tt0091108	4.2	295
tt0091110	5.2	609
tt0091112	6.1	55
tt0091113	7.3	4688
tt0091114	5.3	552
tt0091116	6.6	114
tt0091117	5.7	168
tt0091118	3.8	383
tt0091119	4.4	215
tt0091123	5.8	462
tt0091126	6.8	197
tt0091129	6.0	50550
tt0091130	3.2	305
tt0091136	7.0	313
tt0091138	5.2	68
tt0091142	5.8	7097
tt0091144	5.0	51
tt0091148	5.6	1474
tt0091149	7.2	44299
tt0091151	6.8	319
tt0091154	3.4	116
tt0091156	6.8	60
tt0091158	6.8	89
tt0091159	6.3	11541
tt0091162	7.7	61
tt0091164	5.4	2410
tt0091165	5.0	1698
tt0091166	5.4	2160
tt0091167	7.9	66296
tt0091168	3.9	197
tt0091170	6.2	118
tt0091171	5.5	60
tt0091173	3.2	1060
tt0091175	6.9	62
tt0091178	5.8	6653
tt0091181	7.7	82
tt0091183	5.5	1370
tt0091187	6.9	39139
tt0091188	6.1	9419
tt0091190	7.2	269
tt0091192	5.0	697
tt0091193	4.1	129
tt0091200	7.6	765
tt0091202	5.2	73
tt0091203	7.1	120154
tt0091206	6.8	52
tt0091209	7.2	43053
tt0091213	4.7	419
tt0091214	7.7	3652
tt0091216	7.9	365
tt0091217	7.5	42451
tt0091219	5.4	290
tt0091221	3.5	238
tt0091223	6.2	23003
tt0091225	4.7	42646
tt0091227	5.1	52
tt0091229	6.8	1119
tt0091230	3.6	125
tt0091235	5.1	71
tt0091238	4.7	207
tt0091244	5.8	445
tt0091246	6.2	506
tt0091251	8.3	56178
tt0091253	6.6	152
tt0091254	4.6	76
tt0091256	8.3	1293
tt0091258	6.0	85
tt0091259	5.3	108
tt0091261	7.3	295
tt0091263	6.4	241
tt0091264	5.2	375
tt0091268	6.2	223
tt0091270	6.6	1044
tt0091276	5.6	7821
tt0091278	5.5	13232
tt0091281	5.5	159
tt0091282	5.3	840
tt0091284	6.2	643
tt0091287	5.8	209
tt0091288	8.0	23727
tt0091290	5.9	56
tt0091293	5.7	563
tt0091295	6.4	1527
tt0091299	6.8	497
tt0091305	5.6	145
tt0091306	5.9	17958
tt0091309	7.1	499
tt0091310	5.9	704
tt0091313	4.1	1768
tt0091314	6.1	2995
tt0091315	4.0	199
tt0091317	6.2	207
tt0091319	6.5	56
tt0091322	5.7	459
tt0091323	7.2	74
tt0091325	6.3	228
tt0091326	6.1	74191
tt0091328	7.4	1850
tt0091334	5.7	63
tt0091335	7.0	160
tt0091336	4.7	159
tt0091338	5.1	1776
tt0091339	4.8	1775
tt0091341	8.1	11275
tt0091343	5.6	1655
tt0091344	3.9	5294
tt0091351	5.1	140
tt0091352	7.1	160
tt0091354	6.8	138
tt0091355	7.8	2789
tt0091358	6.8	306
tt0091359	6.8	80
tt0091360	7.2	419
tt0091364	8.0	3400
tt0091369	7.4	122464
tt0091370	5.5	214
tt0091374	7.1	6069
tt0091375	6.4	492
tt0091377	7.1	276
tt0091379	6.4	178
tt0091380	2.6	120
tt0091387	4.1	489
tt0091389	6.3	85
tt0091396	6.0	9933
tt0091398	8.0	1600
tt0091400	5.3	1135
tt0091403	7.5	76
tt0091406	7.6	2240
tt0091410	6.5	804
tt0091411	4.5	121
tt0091412	6.0	247
tt0091414	6.7	100
tt0091415	5.9	2670
tt0091419	7.0	64801
tt0091425	3.6	146
tt0091427	6.5	4006
tt0091428	6.1	1158
tt0091429	5.3	132
tt0091430	5.5	532
tt0091431	7.1	17475
tt0091433	4.7	382
tt0091434	6.5	58
tt0091437	5.4	149
tt0091442	3.9	410
tt0091443	7.2	99
tt0091444	3.5	57
tt0091445	6.9	14461
tt0091446	3.8	392
tt0091447	5.5	240
tt0091449	6.6	401
tt0091454	4.7	123
tt0091457	5.0	112
tt0091461	6.8	229
tt0091462	4.3	631
tt0091464	7.2	1912
tt0091466	5.5	1223
tt0091467	7.2	91
tt0091468	6.2	86
tt0091470	6.5	194
tt0091472	6.2	5360
tt0091474	7.2	64959
tt0091475	6.0	98
tt0091480	8.0	20479
tt0091481	7.0	177
tt0091495	7.0	10579
tt0091497	7.3	7019
tt0091498	6.1	912
tt0091499	5.5	29565
tt0091501	3.7	59
tt0091506	7.4	2028
tt0091507	7.1	1306
tt0091508	4.7	765
tt0091510	6.3	192
tt0091511	5.4	199
tt0091513	4.7	788
tt0091524	5.3	525
tt0091525	5.9	331
tt0091528	6.5	233
tt0091529	7.3	70
tt0091530	7.4	55213
tt0091531	6.7	343
tt0091532	6.0	357
tt0091534	5.9	1260
tt0091535	6.5	121
tt0091537	6.6	1766
tt0091538	7.3	12959
tt0091539	4.9	316
tt0091540	5.9	87
tt0091541	6.4	51377
tt0091544	4.9	2339
tt0091548	4.6	184
tt0091550	5.8	306
tt0091553	5.7	551
tt0091554	6.0	5754
tt0091555	5.9	1151
tt0091556	6.7	188
tt0091557	6.6	26154
tt0091558	7.6	89
tt0091559	8.4	3209
tt0091560	4.6	1354
tt0091561	2.9	523
tt0091563	6.6	174
tt0091575	6.0	4712
tt0091578	6.8	14137
tt0091579	5.7	1784
tt0091580	7.1	76
tt0091583	4.6	277
tt0091584	6.0	2429
tt0091587	4.6	108
tt0091588	6.4	77
tt0091590	7.2	91
tt0091593	4.9	71
tt0091594	6.9	728
tt0091597	6.7	96
tt0091598	7.5	932
tt0091601	6.5	802
tt0091603	5.5	460
tt0091604	5.7	494
tt0091605	7.7	100421
tt0091607	6.5	1955
tt0091608	5.8	138
tt0091613	5.8	515
tt0091617	3.8	463
tt0091621	4.9	1478
tt0091628	7.0	61
tt0091630	6.8	20577
tt0091631	3.1	611
tt0091632	5.7	70
tt0091635	6.0	36920
tt0091636	6.0	161
tt0091637	5.7	6719
tt0091640	4.9	82
tt0091642	5.4	741
tt0091646	6.6	133
tt0091647	5.4	3844
tt0091651	5.2	818
tt0091652	5.9	100
tt0091653	5.9	6396
tt0091655	5.8	232
tt0091656	5.8	531
tt0091658	7.0	849
tt0091663	7.5	71
tt0091668	5.0	845
tt0091669	5.8	100
tt0091670	8.1	23789
tt0091671	5.8	2044
tt0091676	5.8	142
tt0091677	6.9	206
tt0091680	6.5	13831
tt0091681	5.9	235
tt0091682	4.8	129
tt0091685	6.2	409
tt0091686	6.6	337
tt0091688	5.3	713
tt0091696	6.2	364
tt0091697	7.0	113
tt0091699	6.9	505
tt0091702	6.8	148
tt0091706	5.5	1224
tt0091707	5.1	1477
tt0091710	3.6	137
tt0091712	6.2	348
tt0091713	5.1	477
tt0091715	6.2	327
tt0091719	5.3	56
tt0091725	7.1	2674
tt0091726	8.4	92
tt0091727	4.1	288
tt0091730	4.9	517
tt0091734	2.8	317
tt0091738	6.3	32457
tt0091740	3.9	57
tt0091742	5.9	91
tt0091744	6.3	84
tt0091745	6.8	61
tt0091746	6.3	93
tt0091751	7.4	77
tt0091755	6.9	698
tt0091756	6.8	58
tt0091757	6.1	7815
tt0091759	7.6	2680
tt0091762	5.5	418
tt0091763	8.1	375978
tt0091765	6.2	85
tt0091766	5.7	224
tt0091767	4.3	589
tt0091769	7.0	340
tt0091770	7.1	153
tt0091771	7.2	93
tt0091772	6.6	382
tt0091777	5.4	42014
tt0091778	5.7	24707
tt0091781	7.2	77
tt0091783	4.7	70
tt0091785	6.8	242
tt0091786	5.7	2673
tt0091789	4.6	437
tt0091790	6.8	73510
tt0091794	7.0	1123
tt0091796	6.1	103
tt0091797	6.7	58
tt0091799	5.4	12903
tt0091801	5.8	85
tt0091807	5.1	56
tt0091810	6.2	1581
tt0091814	5.7	4349
tt0091815	5.8	616
tt0091816	6.3	408
tt0091817	7.0	5142
tt0091818	5.7	1511
tt0091819	5.4	217
tt0091823	7.8	979
tt0091824	5.8	71
tt0091825	5.9	88
tt0091827	3.7	592
tt0091828	5.6	30318
tt0091829	5.3	4697
tt0091830	7.7	6423
tt0091832	4.4	284
tt0091834	6.3	428
tt0091836	5.3	2122
tt0091837	7.7	1209
tt0091839	7.0	62
tt0091847	4.1	646
tt0091853	5.8	438
tt0091859	6.5	3410
tt0091860	7.0	15634
tt0091862	6.6	368
tt0091867	7.3	38990
tt0091869	6.9	1321
tt0091871	6.7	217
tt0091875	6.6	11219
tt0091876	6.5	161
tt0091877	6.9	25504
tt0091878	2.0	106
tt0091880	6.7	77
tt0091885	5.8	52
tt0091886	7.4	19057
tt0091889	7.0	738
tt0091890	6.6	133
tt0091892	7.2	130
tt0091895	7.1	497
tt0091896	4.9	129
tt0091897	5.4	224
tt0091898	4.7	558
tt0091899	6.3	131
tt0091902	4.6	1503
tt0091908	7.2	64
tt0091909	4.1	140
tt0091911	5.7	1141
tt0091920	6.0	1218
tt0091921	5.2	114
tt0091923	4.7	227
tt0091925	6.0	1139
tt0091927	4.7	184
tt0091931	4.9	112
tt0091932	3.0	367
tt0091934	3.2	4932
tt0091935	5.9	178
tt0091939	6.7	11495
tt0091940	6.0	145
tt0091941	6.3	114
tt0091943	7.3	2332
tt0091946	6.2	56
tt0091949	6.7	56176
tt0091950	6.8	100
tt0091951	5.8	53
tt0091953	7.1	294
tt0091954	7.0	29206
tt0091955	6.5	59
tt0091956	5.6	135
tt0091957	4.0	254
tt0091960	7.1	380
tt0091963	4.6	236
tt0091964	4.3	374
tt0091969	5.3	5212
tt0091971	6.1	287
tt0091976	7.6	487
tt0091980	6.8	148
tt0091981	4.8	3945
tt0091982	5.9	1358
tt0091983	6.9	15971
tt0091989	7.0	254
tt0091990	4.5	2681
tt0091991	5.3	7544
tt0091993	5.7	12903
tt0091995	2.7	150
tt0091996	5.6	52
tt0091997	4.8	105
tt0092001	7.3	197
tt0092004	7.0	422
tt0092005	8.1	358563
tt0092006	3.5	892
tt0092007	7.3	77790
tt0092010	5.7	59
tt0092011	7.3	571
tt0092013	4.6	51
tt0092015	4.4	947
tt0092017	6.5	93
tt0092022	6.0	580
tt0092026	6.1	210
tt0092030	4.3	607
tt0092033	6.8	96
tt0092034	4.9	172
tt0092035	5.8	2528
tt0092040	7.0	363
tt0092042	5.6	1557
tt0092045	6.0	52
tt0092048	7.9	15420
tt0092053	6.3	126
tt0092067	8.0	147107
tt0092068	7.1	2590
tt0092069	4.7	97
tt0092070	3.0	295
tt0092072	2.8	513
tt0092073	4.0	89
tt0092074	5.7	6335
tt0092076	5.6	27581
tt0092079	6.0	1333
tt0092083	3.6	57
tt0092085	6.7	3534
tt0092086	6.5	67139
tt0092089	4.4	92
tt0092090	7.3	800
tt0092093	6.6	215
tt0092098	5.7	60
tt0092099	6.9	290499
tt0092100	3.9	93
tt0092104	5.8	792
tt0092105	6.3	6498
tt0092106	7.3	37198
tt0092112	5.8	5917
tt0092115	4.5	9133
tt0092116	6.5	1075
tt0092117	7.2	5663
tt0092118	5.3	557
tt0092120	4.1	75
tt0092121	5.6	517
tt0092122	4.7	406
tt0092125	6.7	66
tt0092127	5.5	66
tt0092128	7.3	203
tt0092130	5.9	644
tt0092131	6.3	78
tt0092133	5.1	3045
tt0092137	7.9	374
tt0092141	6.7	244
tt0092144	6.0	1140
tt0092147	6.0	4846
tt0092149	7.5	4741
tt0092150	3.8	71
tt0092153	6.9	148
tt0092155	5.4	75
tt0092156	5.3	368
tt0092157	5.0	437
tt0092160	6.4	429
tt0092163	6.8	62
tt0092167	6.7	158
tt0092170	6.3	267
tt0092172	5.0	773
tt0092173	6.0	862
tt0092180	4.0	157
tt0092184	7.9	61
tt0092186	5.9	108
tt0092193	5.7	179
tt0092195	4.7	276
tt0092199	6.2	206
tt0092200	7.5	83
tt0092204	5.7	223
tt0092205	6.6	415
tt0092206	6.2	1943
tt0092210	6.1	740
tt0092211	6.1	814
tt0092214	6.0	11731
tt0092216	5.6	439
tt0092218	7.2	468
tt0092219	6.8	283
tt0092220	5.2	525
tt0092222	6.3	271
tt0092224	4.0	216
tt0092225	5.8	3045
tt0092226	5.7	5282
tt0092227	7.2	761
tt0092228	4.3	82
tt0092231	7.2	136
tt0092237	4.2	102
tt0092238	6.4	715
tt0092240	6.0	14612
tt0092244	6.5	149
tt0092246	6.4	297
tt0092247	6.8	162
tt0092248	5.4	95
tt0092252	5.7	105
tt0092254	6.3	207
tt0092258	6.5	62
tt0092260	5.9	165
tt0092263	7.5	20311
tt0092264	6.3	1021
tt0092267	5.9	121
tt0092268	5.8	599
tt0092271	4.5	94
tt0092272	6.2	12177
tt0092273	6.4	913
tt0092274	6.7	122
tt0092276	4.7	326
tt0092279	6.3	237
tt0092285	2.7	299
tt0092288	5.2	1242
tt0092296	2.3	185
tt0092297	2.5	3037
tt0092298	5.3	1400
tt0092299	5.1	52
tt0092300	7.0	53
tt0092301	6.8	77
tt0092306	7.3	365
tt0092307	5.9	90
tt0092426	6.2	148
tt0092493	5.7	52781
tt0092494	6.7	31044
tt0092501	7.1	9060
tt0092505	4.5	54
tt0092507	7.1	294
tt0092510	5.4	56
tt0092511	3.5	53
tt0092513	6.9	37443
tt0092516	5.0	2214
tt0092520	3.2	190
tt0092521	6.1	312
tt0092522	6.5	51
tt0092525	5.5	59
tt0092530	3.7	913
tt0092531	4.4	99
tt0092532	2.8	3335
tt0092534	4.6	8737
tt0092537	4.3	1059
tt0092545	6.0	1251
tt0092546	6.2	9864
tt0092548	4.9	7949
tt0092549	5.8	4658
tt0092550	7.6	3468
tt0092552	5.8	144
tt0092553	7.2	60
tt0092557	7.6	157
tt0092558	7.6	3327
tt0092559	4.3	1707
tt0092560	7.0	67
tt0092563	7.3	79358
tt0092567	8.4	82
tt0092568	6.8	106
tt0092569	6.4	628
tt0092572	7.3	113
tt0092575	2.9	276
tt0092576	6.7	6723
tt0092577	5.3	117
tt0092578	7.5	99
tt0092579	6.4	213
tt0092580	5.8	2556
tt0092581	6.2	67
tt0092582	2.6	109
tt0092584	6.2	205
tt0092585	5.2	2894
tt0092587	4.7	465
tt0092588	6.4	407
tt0092591	7.6	150
tt0092592	5.2	76
tt0092593	8.0	30731
tt0092596	5.3	130
tt0092599	5.0	72
tt0092603	7.8	17835
tt0092605	6.3	13634
tt0092608	5.9	2700
tt0092609	5.5	469
tt0092610	6.6	43663
tt0092615	5.0	3418
tt0092617	7.1	71
tt0092618	7.2	18481
tt0092619	4.9	117
tt0092624	4.2	98
tt0092625	4.2	475
tt0092626	6.1	611
tt0092627	6.4	4696
tt0092632	6.1	6172
tt0092634	5.0	198
tt0092636	6.5	360
tt0092637	7.0	5324
tt0092638	6.3	2734
tt0092639	6.8	186
tt0092641	6.5	4632
tt0092644	6.5	105808
tt0092646	4.8	1099
tt0092648	4.9	372
tt0092651	7.3	1858
tt0092652	4.8	742
tt0092654	6.5	11476
tt0092655	5.8	730
tt0092656	5.9	1792
tt0092662	5.8	166
tt0092666	6.0	20561
tt0092667	5.9	56
tt0092668	5.8	101
tt0092669	5.3	4095
tt0092670	4.6	363
tt0092671	4.5	923
tt0092672	5.0	306
tt0092673	3.5	563
tt0092675	6.8	75676
tt0092676	4.6	922
tt0092677	4.8	682
tt0092678	7.2	265
tt0092681	6.6	83
tt0092683	5.7	59
tt0092684	5.3	922
tt0092685	6.9	83
tt0092687	7.0	275
tt0092688	6.6	205
tt0092690	6.0	5412
tt0092691	5.9	432
tt0092693	7.4	1225
tt0092694	7.0	305
tt0092695	7.3	23388
tt0092699	7.2	26478
tt0092709	6.4	923
tt0092710	5.2	4046
tt0092711	6.1	93
tt0092713	7.3	1049
tt0092716	7.7	474
tt0092717	4.8	489
tt0092718	6.8	32311
tt0092719	6.4	329
tt0092720	5.0	952
tt0092721	6.0	204
tt0092722	4.9	143
tt0092723	5.7	1089
tt0092725	3.9	131
tt0092729	6.8	385
tt0092732	5.8	3037
tt0092733	4.8	165
tt0092734	6.4	76
tt0092736	4.2	57
tt0092739	6.7	64
tt0092744	4.8	3076
tt0092745	7.8	2829
tt0092746	5.6	8802
tt0092750	4.6	464
tt0092751	6.2	1587
tt0092752	7.2	5038
tt0092754	6.8	108
tt0092755	7.0	105
tt0092757	6.8	116
tt0092758	7.8	1225
tt0092761	7.1	99
tt0092764	5.2	86
tt0092765	4.5	548
tt0092767	4.5	675
tt0092769	4.4	156
tt0092770	6.2	604
tt0092772	7.3	677
tt0092773	6.5	60
tt0092776	5.6	506
tt0092778	6.9	51
tt0092781	6.0	232
tt0092783	6.4	4430
tt0092784	7.0	313
tt0092787	4.5	112
tt0092789	5.8	118
tt0092791	7.1	90
tt0092794	6.9	1056
tt0092795	3.9	1976
tt0092796	6.1	22236
tt0092797	6.4	907
tt0092798	5.4	2982
tt0092800	6.8	1065
tt0092801	4.6	60
tt0092802	5.7	991
tt0092804	7.4	12299
tt0092806	5.9	198
tt0092809	5.2	2726
tt0092812	4.6	836
tt0092814	6.3	53
tt0092815	5.9	262
tt0092816	6.2	68
tt0092817	7.6	87
tt0092818	6.3	225
tt0092820	5.6	70
tt0092822	4.7	260
tt0092824	6.9	74
tt0092829	7.3	214
tt0092830	6.1	954
tt0092831	4.2	542
tt0092832	4.0	69
tt0092833	6.8	325
tt0092834	5.7	2507
tt0092837	5.9	93
tt0092840	5.2	138
tt0092841	5.0	314
tt0092842	6.3	3562
tt0092843	7.3	7009
tt0092844	5.3	427
tt0092847	4.8	306
tt0092848	5.3	2598
tt0092850	4.8	1705
tt0092854	4.9	801
tt0092855	7.0	345
tt0092857	5.5	8712
tt0092858	5.6	190
tt0092859	5.1	671
tt0092860	5.2	2279
tt0092863	4.6	724
tt0092865	5.6	774
tt0092866	4.8	59
tt0092870	4.0	383
tt0092872	6.0	413
tt0092873	4.3	221
tt0092879	7.9	2338
tt0092880	6.8	183
tt0092881	5.8	69
tt0092882	5.2	76
tt0092884	5.9	297
tt0092887	7.2	95
tt0092890	7.0	199470
tt0092892	4.2	76
tt0092896	5.2	243
tt0092897	5.0	2014
tt0092900	4.7	131
tt0092901	6.3	182
tt0092904	6.6	1146
tt0092906	6.3	9496
tt0092907	5.8	207
tt0092908	5.0	200
tt0092910	4.5	1184
tt0092921	4.8	204
tt0092922	5.4	905
tt0092924	7.1	75
tt0092925	6.0	31448
tt0092926	2.9	172
tt0092929	7.2	8014
tt0092930	7.4	281
tt0092931	6.4	342
tt0092933	5.8	1236
tt0092934	6.9	805
tt0092937	7.0	57
tt0092944	6.0	1230
tt0092946	6.1	86
tt0092948	7.7	18155
tt0092950	6.7	81
tt0092951	6.6	59
tt0092954	4.7	722
tt0092955	6.9	244
tt0092962	3.3	825
tt0092963	8.2	1517
tt0092964	5.0	174
tt0092965	7.7	114056
tt0092966	6.3	231
tt0092967	5.7	588
tt0092969	6.3	722
tt0092972	6.2	4834
tt0092974	5.5	10730
tt0092979	6.6	51
